dep;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
58;2021-11-17;69;136;951;160041;157747;22782;89.8;88.6;12.8
58;2021-11-18;58;60;856;160099;157807;23638;89.9;88.6;13.3
58;2021-11-19;55;62;743;160154;157869;24381;89.9;88.6;13.7
58;2021-11-20;39;51;361;160193;157920;24742;89.9;88.7;13.9
58;2021-11-21;3;3;48;160196;157923;24790;89.9;88.7;13.9
58;2021-11-22;39;31;682;160235;157954;25472;90.0;88.7;14.3
58;2021-11-23;74;64;1022;160309;158018;26494;90.0;88.7;14.9
58;2021-11-24;89;125;1063;160398;158143;27557;90.0;88.8;15.5
58;2021-11-25;63;65;1326;160461;158208;28883;90.1;88.8;16.2
58;2021-11-26;76;64;1099;160537;158272;29982;90.1;88.9;16.8
58;2021-11-27;44;54;627;160581;158326;30609;90.1;88.9;17.2
58;2021-11-28;9;5;104;160590;158331;30713;90.2;88.9;17.2
58;2021-11-29;60;40;1402;160650;158371;32115;90.2;88.9;18.0
58;2021-11-30;74;58;2101;160724;158429;34216;90.2;88.9;19.2
58;2021-12-01;50;66;1923;160774;158495;36139;90.3;89.0;20.3
58;2021-12-02;52;52;2188;160826;158547;38327;90.3;89.0;21.5
58;2021-12-03;51;64;1956;160877;158611;40283;90.3;89.0;22.6
58;2021-12-04;46;44;934;160923;158655;41217;90.3;89.1;23.1
58;2021-12-05;2;6;132;160925;158661;41349;90.3;89.1;23.2
58;2021-12-06;41;34;1686;160966;158695;43035;90.4;89.1;24.2
58;2021-12-07;50;70;2370;161016;158765;45405;90.4;89.1;25.5
58;2021-12-08;34;70;2029;161050;158835;47434;90.4;89.2;26.6
58;2021-12-09;46;61;2755;161096;158896;50189;90.4;89.2;28.2
58;2021-12-10;68;64;2306;161164;158960;52495;90.5;89.2;29.5
58;2021-12-11;36;56;1022;161200;159016;53517;90.5;89.3;30.0
58;2021-12-12;6;9;185;161206;159025;53702;90.5;89.3;30.1
58;2021-12-13;43;53;1869;161249;159078;55571;90.5;89.3;31.2
58;2021-12-14;53;95;3131;161302;159173;58702;90.6;89.4;33.0
58;2021-12-15;62;80;2489;161364;159253;61191;90.6;89.4;34.4
58;2021-12-16;54;95;2942;161418;159348;64133;90.6;89.5;36.0
58;2021-12-17;54;72;2450;161472;159420;66583;90.6;89.5;37.4
58;2021-12-18;60;61;1300;161532;159481;67883;90.7;89.5;38.1
58;2021-12-19;8;11;241;161540;159492;68124;90.7;89.5;38.2
59;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
59;2020-12-28;25;0;0;25;0;0;0.0;0.0;0.0
59;2020-12-29;0;0;0;25;0;0;0.0;0.0;0.0
59;2020-12-30;1;0;0;26;0;0;0.0;0.0;0.0
59;2020-12-31;1;0;0;27;0;0;0.0;0.0;0.0
59;2021-01-01;2;0;0;29;0;0;0.0;0.0;0.0
59;2021-01-02;5;2;0;34;2;0;0.0;0.0;0.0
59;2021-01-03;3;0;0;37;2;0;0.0;0.0;0.0
59;2021-01-04;80;0;0;117;2;0;0.0;0.0;0.0
59;2021-01-05;202;0;0;319;2;0;0.0;0.0;0.0
59;2021-01-06;404;2;0;723;4;0;0.0;0.0;0.0
59;2021-01-07;1276;1;0;1999;5;0;0.1;0.0;0.0
59;2021-01-08;1253;9;0;3252;14;0;0.1;0.0;0.0
59;2021-01-09;564;2;0;3816;16;0;0.2;0.0;0.0
59;2021-01-10;402;0;0;4218;16;0;0.2;0.0;0.0
59;2021-01-11;1769;7;0;5987;23;0;0.3;0.0;0.0
59;2021-01-12;2402;3;0;8389;26;0;0.4;0.0;0.0
59;2021-01-13;2315;5;0;10704;31;0;0.5;0.0;0.0
59;2021-01-14;2666;26;0;13370;57;0;0.6;0.0;0.0
59;2021-01-15;2212;17;0;15582;74;0;0.7;0.0;0.0
59;2021-01-16;735;3;0;16317;77;0;0.7;0.0;0.0
59;2021-01-17;514;4;0;16831;81;0;0.8;0.0;0.0
59;2021-01-18;3441;13;0;20272;94;0;0.9;0.0;0.0
59;2021-01-19;4723;14;0;24995;108;0;1.1;0.0;0.0
59;2021-01-20;4092;13;0;29087;121;0;1.3;0.0;0.0
59;2021-01-21;4717;43;0;33804;164;0;1.5;0.0;0.0
59;2021-01-22;4063;13;0;37867;177;0;1.7;0.0;0.0
59;2021-01-23;1221;2;0;39088;179;0;1.8;0.0;0.0
59;2021-01-24;163;0;0;39251;179;0;1.8;0.0;0.0
59;2021-01-25;2756;53;0;42007;232;0;1.9;0.0;0.0
59;2021-01-26;2836;129;0;44843;361;0;2.0;0.0;0.0
59;2021-01-27;1780;293;0;46623;654;0;2.1;0.0;0.0
59;2021-01-28;3470;747;0;50093;1401;0;2.3;0.1;0.0
59;2021-01-29;2569;774;0;52662;2175;0;2.4;0.1;0.0
59;2021-01-30;298;177;0;52960;2352;0;2.4;0.1;0.0
59;2021-01-31;26;1;0;52986;2353;0;2.4;0.1;0.0
59;2021-02-01;90;839;0;53076;3192;0;2.4;0.1;0.0
59;2021-02-02;701;1445;0;53777;4637;0;2.5;0.2;0.0
59;2021-02-03;3541;1429;0;57318;6066;0;2.6;0.3;0.0
59;2021-02-04;2830;1707;0;60148;7773;0;2.7;0.4;0.0
59;2021-02-05;1053;1386;0;61201;9159;0;2.8;0.4;0.0
59;2021-02-06;218;378;0;61419;9537;0;2.8;0.4;0.0
59;2021-02-07;250;47;0;61669;9584;0;2.8;0.4;0.0
59;2021-02-08;673;1569;0;62342;11153;0;2.8;0.5;0.0
59;2021-02-09;1011;1791;0;63353;12944;0;2.9;0.6;0.0
59;2021-02-10;1011;1622;0;64364;14566;0;2.9;0.7;0.0
59;2021-02-11;1340;1822;0;65704;16388;0;3.0;0.7;0.0
59;2021-02-12;1449;1588;0;67153;17976;0;3.1;0.8;0.0
59;2021-02-13;194;708;0;67347;18684;0;3.1;0.9;0.0
59;2021-02-14;15;41;0;67362;18725;0;3.1;0.9;0.0
59;2021-02-15;1335;3095;0;68697;21820;0;3.1;1.0;0.0
59;2021-02-16;1430;3695;0;70127;25515;0;3.2;1.2;0.0
59;2021-02-17;1592;3819;0;71719;29334;0;3.3;1.3;0.0
59;2021-02-18;3024;5180;0;74743;34514;0;3.4;1.6;0.0
59;2021-02-19;3209;3636;0;77952;38150;0;3.6;1.7;0.0
59;2021-02-20;1382;1558;0;79334;39708;0;3.6;1.8;0.0
59;2021-02-21;246;244;0;79580;39952;0;3.6;1.8;0.0
59;2021-02-22;1407;2551;0;80987;42503;0;3.7;1.9;0.0
59;2021-02-23;2605;2855;0;83592;45358;0;3.8;2.1;0.0
59;2021-02-24;3994;3888;0;87586;49246;0;4.0;2.2;0.0
59;2021-02-25;6729;3561;0;94315;52807;0;4.3;2.4;0.0
59;2021-02-26;6356;1826;0;100671;54633;0;4.6;2.5;0.0
59;2021-02-27;3023;186;0;103694;54819;0;4.7;2.5;0.0
59;2021-02-28;204;62;0;103898;54881;0;4.7;2.5;0.0
59;2021-03-01;3583;652;0;107481;55533;0;4.9;2.5;0.0
59;2021-03-02;4764;572;0;112245;56105;0;5.1;2.6;0.0
59;2021-03-03;5650;989;0;117895;57094;0;5.4;2.6;0.0
59;2021-03-04;6992;928;0;124887;58022;0;5.7;2.6;0.0
59;2021-03-05;7747;980;0;132634;59002;0;6.0;2.7;0.0
59;2021-03-06;11372;562;0;144006;59564;0;6.6;2.7;0.0
59;2021-03-07;7480;364;0;151486;59928;0;6.9;2.7;0.0
59;2021-03-08;4366;1079;0;155852;61007;0;7.1;2.8;0.0
59;2021-03-09;6388;1392;0;162240;62399;0;7.4;2.8;0.0
59;2021-03-10;6841;1216;0;169081;63615;0;7.7;2.9;0.0
59;2021-03-11;9270;1931;0;178351;65546;0;8.1;3.0;0.0
59;2021-03-12;11932;1599;0;190283;67145;0;8.7;3.1;0.0
59;2021-03-13;16250;1102;0;206533;68247;0;9.4;3.1;0.0
59;2021-03-14;6788;374;0;213321;68621;0;9.7;3.1;0.0
59;2021-03-15;5503;1492;0;218824;70113;0;10.0;3.2;0.0
59;2021-03-16;3700;1368;0;222524;71481;0;10.1;3.3;0.0
59;2021-03-17;3791;2037;0;226315;73518;0;10.3;3.4;0.0
59;2021-03-18;3907;2383;0;230222;75901;0;10.5;3.5;0.0
59;2021-03-19;7643;1860;0;237865;77761;0;10.8;3.5;0.0
59;2021-03-20;15512;1294;0;253377;79055;0;11.5;3.6;0.0
59;2021-03-21;6343;462;0;259720;79517;0;11.8;3.6;0.0
59;2021-03-22;5285;1740;0;265005;81257;0;12.1;3.7;0.0
59;2021-03-23;7679;2817;0;272684;84074;0;12.4;3.8;0.0
59;2021-03-24;6949;2983;0;279633;87057;0;12.7;4.0;0.0
59;2021-03-25;10496;2562;0;290129;89619;0;13.2;4.1;0.0
59;2021-03-26;12207;2876;0;302336;92495;0;13.8;4.2;0.0
59;2021-03-27;15160;1155;0;317496;93650;0;14.5;4.3;0.0
59;2021-03-28;7845;366;0;325341;94016;0;14.8;4.3;0.0
59;2021-03-29;5498;3144;0;330839;97160;0;15.1;4.4;0.0
59;2021-03-30;7568;3748;0;338407;100908;0;15.4;4.6;0.0
59;2021-03-31;6246;4138;0;344653;105046;0;15.7;4.8;0.0
59;2021-04-01;7536;4931;0;352189;109977;0;16.0;5.0;0.0
59;2021-04-02;7724;5446;0;359913;115423;0;16.4;5.3;0.0
59;2021-04-03;12652;4235;0;372565;119658;0;17.0;5.5;0.0
59;2021-04-04;5215;2164;0;377780;121822;0;17.2;5.6;0.0
59;2021-04-05;5600;1473;0;383380;123295;0;17.5;5.6;0.0
59;2021-04-06;5482;4423;0;388862;127718;0;17.7;5.8;0.0
59;2021-04-07;7695;5339;0;396557;133057;0;18.1;6.1;0.0
59;2021-04-08;10320;5791;0;406877;138848;0;18.5;6.3;0.0
59;2021-04-09;13289;5839;0;420166;144687;0;19.1;6.6;0.0
59;2021-04-10;11218;6118;0;431384;150805;0;19.7;6.9;0.0
59;2021-04-11;4471;3522;0;435855;154327;0;19.9;7.0;0.0
59;2021-04-12;6222;4219;0;442077;158546;0;20.1;7.2;0.0
59;2021-04-13;8982;4714;0;451059;163260;0;20.6;7.4;0.0
59;2021-04-14;8737;4299;0;459796;167559;0;21.0;7.6;0.0
59;2021-04-15;10218;4840;0;470014;172399;0;21.4;7.9;0.0
59;2021-04-16;10710;5399;0;480724;177798;0;21.9;8.1;0.0
59;2021-04-17;7112;8740;0;487836;186538;0;22.2;8.5;0.0
59;2021-04-18;3078;4218;0;490914;190756;0;22.4;8.7;0.0
59;2021-04-19;4889;4150;0;495803;194906;0;22.6;8.9;0.0
59;2021-04-20;6895;4267;0;502698;199173;0;22.9;9.1;0.0
59;2021-04-21;6305;4539;0;509003;203712;0;23.2;9.3;0.0
59;2021-04-22;8373;5579;0;517376;209291;0;23.6;9.5;0.0
59;2021-04-23;8338;5744;0;525714;215035;0;24.0;9.8;0.0
59;2021-04-24;5422;7977;0;531136;223012;0;24.2;10.2;0.0
59;2021-04-25;3133;5886;0;534269;228898;0;24.3;10.4;0.0
59;2021-04-26;6260;3739;0;540529;232637;0;24.6;10.6;0.0
59;2021-04-27;8205;5255;0;548734;237892;0;25.0;10.8;0.0
59;2021-04-28;8644;6609;0;557378;244501;0;25.4;11.1;0.0
59;2021-04-29;9253;8612;0;566631;253113;0;25.8;11.5;0.0
59;2021-04-30;10258;8518;0;576889;261631;0;26.3;11.9;0.0
59;2021-05-01;11336;7126;0;588225;268757;0;26.8;12.2;0.0
59;2021-05-02;8156;5568;0;596381;274325;0;27.2;12.5;0.0
59;2021-05-03;9020;4977;0;605401;279302;0;27.6;12.7;0.0
59;2021-05-04;10938;6029;0;616339;285331;0;28.1;13.0;0.0
59;2021-05-05;9856;6281;0;626195;291612;0;28.5;13.3;0.0
59;2021-05-06;10842;8305;0;637037;299917;0;29.0;13.7;0.0
59;2021-05-07;12515;9451;0;649552;309368;0;29.6;14.1;0.0
59;2021-05-08;13744;3948;0;663296;313316;0;30.2;14.3;0.0
59;2021-05-09;10609;3216;0;673905;316532;0;30.7;14.4;0.0
59;2021-05-10;11615;6501;0;685520;323033;0;31.2;14.7;0.0
59;2021-05-11;14304;8310;0;699824;331343;0;31.9;15.1;0.0
59;2021-05-12;15747;8505;0;715571;339848;0;32.6;15.5;0.0
59;2021-05-13;17688;3333;0;733259;343181;0;33.4;15.6;0.0
59;2021-05-14;15443;6790;0;748702;349971;0;34.1;15.9;0.0
59;2021-05-15;22735;5109;0;771437;355080;0;35.2;16.2;0.0
59;2021-05-16;19878;2308;0;791315;357388;0;36.1;16.3;0.0
59;2021-05-17;14441;5085;0;805756;362473;0;36.7;16.5;0.0
59;2021-05-18;16550;5633;0;822306;368106;0;37.5;16.8;0.0
59;2021-05-19;17717;5120;0;840023;373226;0;38.3;17.0;0.0
59;2021-05-20;17371;6877;0;857394;380103;0;39.1;17.3;0.0
59;2021-05-21;17604;8087;0;874998;388190;0;39.9;17.7;0.0
59;2021-05-22;23091;5537;0;898089;393727;0;40.9;17.9;0.0
59;2021-05-23;16715;2193;0;914804;395920;0;41.7;18.0;0.0
59;2021-05-24;14845;1915;0;929649;397835;0;42.4;18.1;0.0
59;2021-05-25;14541;6642;0;944190;404477;0;43.0;18.4;0.0
59;2021-05-26;14967;7033;0;959157;411510;0;43.7;18.8;0.0
59;2021-05-27;15424;9057;0;974581;420567;0;44.4;19.2;0.0
59;2021-05-28;15163;11236;0;989744;431803;0;45.1;19.7;0.0
59;2021-05-29;13848;8591;0;1003592;440394;0;45.7;20.1;0.0
59;2021-05-30;7837;1774;0;1011429;442168;0;46.1;20.1;0.0
59;2021-05-31;13616;7702;0;1025045;449870;0;46.7;20.5;0.0
59;2021-06-01;14807;10312;0;1039852;460182;0;47.4;21.0;0.0
59;2021-06-02;14353;9722;0;1054205;469904;0;48.0;21.4;0.0
59;2021-06-03;15014;11845;0;1069219;481749;0;48.7;22.0;0.0
59;2021-06-04;15280;13208;0;1084499;494957;0;49.4;22.6;0.0
59;2021-06-05;14218;9106;0;1098717;504063;0;50.1;23.0;0.0
59;2021-06-06;8151;3064;0;1106868;507127;0;50.4;23.1;0.0
59;2021-06-07;10031;9144;0;1116899;516271;0;50.9;23.5;0.0
59;2021-06-08;11334;10880;0;1128233;527151;0;51.4;24.0;0.0
59;2021-06-09;10608;11587;0;1138841;538738;0;51.9;24.6;0.0
59;2021-06-10;11259;11954;0;1150100;550692;0;52.4;25.1;0.0
59;2021-06-11;10941;15568;0;1161041;566260;0;52.9;25.8;0.0
59;2021-06-12;10673;13157;0;1171714;579417;0;53.4;26.4;0.0
59;2021-06-13;5940;6676;0;1177654;586093;0;53.7;26.7;0.0
59;2021-06-14;6285;12248;0;1183939;598341;0;54.0;27.3;0.0
59;2021-06-15;8150;15558;0;1192089;613899;0;54.3;28.0;0.0
59;2021-06-16;9052;13285;0;1201141;627184;0;54.7;28.6;0.0
59;2021-06-17;9045;15279;0;1210186;642463;0;55.1;29.3;0.0
59;2021-06-18;8984;19197;0;1219170;661660;0;55.6;30.2;0.0
59;2021-06-19;8618;16434;0;1227788;678094;0;56.0;30.9;0.0
59;2021-06-20;4441;9236;0;1232229;687330;0;56.2;31.3;0.0
59;2021-06-21;5241;15161;0;1237470;702491;0;56.4;32.0;0.0
59;2021-06-22;6160;18264;0;1243630;720755;0;56.7;32.8;0.0
59;2021-06-23;5982;18575;0;1249612;739330;0;56.9;33.7;0.0
59;2021-06-24;7101;19998;0;1256713;759328;0;57.3;34.6;0.0
59;2021-06-25;6343;21023;0;1263056;780351;0;57.6;35.6;0.0
59;2021-06-26;6208;23115;0;1269264;803466;0;57.8;36.6;0.0
59;2021-06-27;4216;15859;0;1273480;819325;0;58.0;37.3;0.0
59;2021-06-28;4768;18987;0;1278248;838312;0;58.2;38.2;0.0
59;2021-06-29;5359;20048;0;1283607;858360;0;58.5;39.1;0.0
59;2021-06-30;6110;19702;0;1289717;878062;0;58.8;40.0;0.0
59;2021-07-01;7056;20295;0;1296773;898357;0;59.1;40.9;0.0
59;2021-07-02;7228;22599;0;1304001;920956;0;59.4;42.0;0.0
59;2021-07-03;5453;23758;0;1309454;944714;0;59.7;43.1;0.0
59;2021-07-04;4033;14729;0;1313487;959443;0;59.9;43.7;0.0
59;2021-07-05;5564;16544;0;1319051;975987;0;60.1;44.5;0.0
59;2021-07-06;6485;18469;0;1325536;994456;0;60.4;45.3;0.0
59;2021-07-07;6819;17169;0;1332355;1011625;0;60.7;46.1;0.0
59;2021-07-08;8067;17385;0;1340422;1029010;0;61.1;46.9;0.0
59;2021-07-09;7594;19779;0;1348016;1048789;0;61.4;47.8;0.0
59;2021-07-10;7223;17803;0;1355239;1066592;0;61.8;48.6;0.0
59;2021-07-11;4052;9288;0;1359291;1075880;0;61.9;49.0;0.0
59;2021-07-12;5777;17493;0;1365068;1093373;0;62.2;49.8;0.0
59;2021-07-13;9837;20611;0;1374905;1113984;0;62.7;50.8;0.0
59;2021-07-14;9991;8182;0;1384896;1122166;0;63.1;51.1;0.0
59;2021-07-15;11815;20248;0;1396711;1142414;0;63.6;52.1;0.0
59;2021-07-16;13251;20352;0;1409962;1162766;0;64.3;53.0;0.0
59;2021-07-17;12574;16753;0;1422536;1179519;0;64.8;53.8;0.0
59;2021-07-18;7622;8165;0;1430158;1187684;0;65.2;54.1;0.0
59;2021-07-19;10521;15953;0;1440679;1203637;0;65.7;54.8;0.0
59;2021-07-20;13559;17048;0;1454238;1220685;0;66.3;55.6;0.0
59;2021-07-21;14912;15640;0;1469150;1236325;0;66.9;56.3;0.0
59;2021-07-22;17283;15422;0;1486433;1251747;0;67.7;57.0;0.0
59;2021-07-23;16082;15968;0;1502515;1267715;0;68.5;57.8;0.0
59;2021-07-24;16081;12358;0;1518596;1280073;0;69.2;58.3;0.0
59;2021-07-25;11220;6962;0;1529816;1287035;0;69.7;58.7;0.0
59;2021-07-26;12941;12395;0;1542757;1299430;0;70.3;59.2;0.0
59;2021-07-27;16117;12071;0;1558874;1311501;0;71.0;59.8;0.0
59;2021-07-28;17446;11834;0;1576320;1323335;0;71.8;60.3;0.0
59;2021-07-29;17375;11857;0;1593695;1335192;0;72.6;60.8;0.0
59;2021-07-30;15991;11617;0;1609686;1346809;0;73.4;61.4;0.0
59;2021-07-31;13529;8920;0;1623215;1355729;0;74.0;61.8;0.0
59;2021-08-01;9291;4360;0;1632506;1360089;0;74.4;62.0;0.0
59;2021-08-02;12275;10051;0;1644781;1370140;0;75.0;62.4;0.0
59;2021-08-03;13646;10208;0;1658427;1380348;0;75.6;62.9;0.0
59;2021-08-04;11740;8805;0;1670167;1389153;0;76.1;63.3;0.0
59;2021-08-05;12945;10043;0;1683112;1399196;0;76.7;63.8;0.0
59;2021-08-06;12559;11333;0;1695671;1410529;0;77.3;64.3;0.0
59;2021-08-07;9303;8920;0;1704974;1419449;0;77.7;64.7;0.0
59;2021-08-08;6420;5063;0;1711394;1424512;0;78.0;64.9;0.0
59;2021-08-09;8334;11058;0;1719728;1435570;0;78.4;65.4;0.0
59;2021-08-10;10255;11203;0;1729983;1446773;0;78.8;65.9;0.0
59;2021-08-11;8721;9923;0;1738704;1456696;0;79.2;66.4;0.0
59;2021-08-12;9056;12500;0;1747760;1469196;0;79.6;67.0;0.0
59;2021-08-13;8400;11920;0;1756160;1481116;0;80.0;67.5;0.0
59;2021-08-14;5677;10458;0;1761837;1491574;0;80.3;68.0;0.0
59;2021-08-15;3040;4380;0;1764877;1495954;0;80.4;68.2;0.0
59;2021-08-16;5781;14043;0;1770658;1509997;0;80.7;68.8;0.0
59;2021-08-17;6983;13234;0;1777641;1523231;0;81.0;69.4;0.0
59;2021-08-18;5811;12019;0;1783452;1535250;0;81.3;70.0;0.0
59;2021-08-19;6198;13929;0;1789650;1549179;0;81.6;70.6;0.0
59;2021-08-20;5729;14597;0;1795379;1563776;0;81.8;71.3;0.0
59;2021-08-21;4080;10368;0;1799459;1574144;0;82.0;71.7;0.0
59;2021-08-22;2588;7165;0;1802047;1581309;0;82.1;72.1;0.0
59;2021-08-23;4619;15566;0;1806666;1596875;0;82.3;72.8;0.0
59;2021-08-24;5257;15308;0;1811923;1612183;0;82.6;73.5;0.0
59;2021-08-25;4543;13192;0;1816466;1625375;0;82.8;74.1;0.0
59;2021-08-26;5001;14328;0;1821467;1639703;0;83.0;74.7;0.0
59;2021-08-27;4813;15170;0;1826280;1654873;0;83.2;75.4;0.0
59;2021-08-28;3603;11891;0;1829883;1666764;0;83.4;76.0;0.0
59;2021-08-29;1760;7853;0;1831643;1674617;0;83.5;76.3;0.0
59;2021-08-30;3709;12329;273;1835352;1686946;273;83.6;76.9;0.0
59;2021-08-31;3676;12139;556;1839028;1699085;829;83.8;77.4;0.0
59;2021-09-01;3593;9551;965;1842621;1708636;1794;84.0;77.9;0.1
59;2021-09-02;3156;9807;1150;1845777;1718443;2944;84.1;78.3;0.1
59;2021-09-03;3665;10568;1287;1849442;1729011;4231;84.3;78.8;0.2
59;2021-09-04;3243;8842;593;1852685;1737853;4824;84.4;79.2;0.2
59;2021-09-05;1060;3160;202;1853745;1741013;5026;84.5;79.3;0.2
59;2021-09-06;2092;5983;1223;1855837;1746996;6249;84.6;79.6;0.3
59;2021-09-07;2188;5958;1107;1858025;1752954;7356;84.7;79.9;0.3
59;2021-09-08;2519;6461;1051;1860544;1759415;8407;84.8;80.2;0.4
59;2021-09-09;2339;5506;1071;1862883;1764921;9478;84.9;80.4;0.4
59;2021-09-10;3229;6581;1429;1866112;1771502;10907;85.0;80.7;0.5
59;2021-09-11;2456;6714;520;1868568;1778216;11427;85.2;81.0;0.5
59;2021-09-12;825;2542;147;1869393;1780758;11574;85.2;81.1;0.5
59;2021-09-13;1975;4123;1403;1871368;1784881;12977;85.3;81.3;0.6
59;2021-09-14;2295;4204;1927;1873663;1789085;14904;85.4;81.5;0.7
59;2021-09-15;2264;5265;1407;1875927;1794350;16311;85.5;81.8;0.7
59;2021-09-16;2079;4074;1985;1878006;1798424;18296;85.6;82.0;0.8
59;2021-09-17;2786;5186;1997;1880792;1803610;20293;85.7;82.2;0.9
59;2021-09-18;1672;5579;660;1882464;1809189;20953;85.8;82.4;1.0
59;2021-09-19;326;1191;146;1882790;1810380;21099;85.8;82.5;1.0
59;2021-09-20;1390;3134;1713;1884180;1813514;22812;85.9;82.6;1.0
59;2021-09-21;1272;2812;2100;1885452;1816326;24912;85.9;82.8;1.1
59;2021-09-22;1387;4636;1901;1886839;1820962;26813;86.0;83.0;1.2
59;2021-09-23;1406;2712;2188;1888245;1823674;29001;86.0;83.1;1.3
59;2021-09-24;1816;4062;2033;1890061;1827736;31034;86.1;83.3;1.4
59;2021-09-25;1143;3811;777;1891204;1831547;31811;86.2;83.5;1.4
59;2021-09-26;280;1087;146;1891484;1832634;31957;86.2;83.5;1.5
59;2021-09-27;1015;2396;1803;1892499;1835030;33760;86.2;83.6;1.5
59;2021-09-28;1042;2109;1709;1893541;1837139;35469;86.3;83.7;1.6
59;2021-09-29;1254;2881;1747;1894795;1840020;37216;86.3;83.8;1.7
59;2021-09-30;1176;2180;1938;1895971;1842200;39154;86.4;83.9;1.8
59;2021-10-01;2023;3235;2581;1897994;1845435;41735;86.5;84.1;1.9
59;2021-10-02;1449;3027;1290;1899443;1848462;43025;86.6;84.2;2.0
59;2021-10-03;230;589;173;1899673;1849051;43198;86.6;84.3;2.0
59;2021-10-04;1208;1929;2422;1900881;1850980;45620;86.6;84.3;2.1
59;2021-10-05;1118;2041;2412;1901999;1853021;48032;86.7;84.4;2.2
59;2021-10-06;1306;2359;2747;1903305;1855380;50779;86.7;84.5;2.3
59;2021-10-07;987;1791;2608;1904292;1857171;53387;86.8;84.6;2.4
59;2021-10-08;1701;3183;3407;1905993;1860354;56794;86.9;84.8;2.6
59;2021-10-09;1257;2161;1783;1907250;1862515;58577;86.9;84.9;2.7
59;2021-10-10;264;430;352;1907514;1862945;58929;86.9;84.9;2.7
59;2021-10-11;1082;1560;2956;1908596;1864505;61885;87.0;85.0;2.8
59;2021-10-12;1067;1588;3182;1909663;1866093;65067;87.0;85.0;3.0
59;2021-10-13;1210;1851;3118;1910873;1867944;68185;87.1;85.1;3.1
59;2021-10-14;975;1502;2786;1911848;1869446;70971;87.1;85.2;3.2
59;2021-10-15;1498;2455;4036;1913346;1871901;75007;87.2;85.3;3.4
59;2021-10-16;1168;1642;1945;1914514;1873543;76952;87.2;85.4;3.5
59;2021-10-17;258;325;324;1914772;1873868;77276;87.3;85.4;3.5
59;2021-10-18;988;1218;3047;1915760;1875086;80323;87.3;85.4;3.7
59;2021-10-19;914;1315;3428;1916674;1876401;83751;87.3;85.5;3.8
59;2021-10-20;1071;1479;3608;1917745;1877880;87359;87.4;85.6;4.0
59;2021-10-21;816;1351;3247;1918561;1879231;90606;87.4;85.6;4.1
59;2021-10-22;1236;1798;4315;1919797;1881029;94921;87.5;85.7;4.3
59;2021-10-23;1044;1404;2365;1920841;1882433;97286;87.5;85.8;4.4
59;2021-10-24;174;231;416;1921015;1882664;97702;87.5;85.8;4.5
59;2021-10-25;937;1175;3347;1921952;1883839;101049;87.6;85.8;4.6
59;2021-10-26;820;1081;3529;1922772;1884920;104578;87.6;85.9;4.8
59;2021-10-27;967;1347;4002;1923739;1886267;108580;87.7;86.0;4.9
59;2021-10-28;793;846;3250;1924532;1887113;111830;87.7;86.0;5.1
59;2021-10-29;1108;1469;4694;1925640;1888582;116524;87.8;86.1;5.3
59;2021-10-30;728;1274;2434;1926368;1889856;118958;87.8;86.1;5.4
59;2021-10-31;109;165;268;1926477;1890021;119226;87.8;86.1;5.4
59;2021-11-01;141;78;83;1926618;1890099;119309;87.8;86.1;5.4
59;2021-11-02;985;1418;4250;1927603;1891517;123559;87.8;86.2;5.6
59;2021-11-03;1027;1438;4799;1928630;1892955;128358;87.9;86.3;5.8
59;2021-11-04;803;943;3711;1929433;1893898;132069;87.9;86.3;6.0
59;2021-11-05;1132;1577;5318;1930565;1895475;137387;88.0;86.4;6.3
59;2021-11-06;858;1213;3099;1931423;1896688;140486;88.0;86.4;6.4
59;2021-11-07;123;226;428;1931546;1896914;140914;88.0;86.4;6.4
59;2021-11-08;692;1082;4774;1932238;1897996;145688;88.1;86.5;6.6
59;2021-11-09;829;1171;6191;1933067;1899167;151879;88.1;86.5;6.9
59;2021-11-10;1148;1477;6874;1934215;1900644;158753;88.1;86.6;7.2
59;2021-11-11;43;74;208;1934258;1900718;158961;88.1;86.6;7.2
59;2021-11-12;1096;1405;7564;1935354;1902123;166525;88.2;86.7;7.6
59;2021-11-13;896;1141;4125;1936250;1903264;170650;88.2;86.7;7.8
59;2021-11-14;120;116;442;1936370;1903380;171092;88.2;86.7;7.8
59;2021-11-15;766;1021;5925;1937136;1904401;177017;88.3;86.8;8.1
59;2021-11-16;883;1006;6828;1938019;1905407;183845;88.3;86.8;8.4
59;2021-11-17;1104;1321;6855;1939123;1906728;190700;88.4;86.9;8.7
59;2021-11-18;888;1001;6668;1940011;1907729;197368;88.4;86.9;9.0
59;2021-11-19;1356;1482;9001;1941367;1909211;206369;88.5;87.0;9.4
59;2021-11-20;1087;1216;5056;1942454;1910427;211425;88.5;87.1;9.6
59;2021-11-21;120;152;472;1942574;1910579;211897;88.5;87.1;9.7
59;2021-11-22;814;673;6178;1943388;1911252;218075;88.6;87.1;9.9
59;2021-11-23;937;899;8008;1944325;1912151;226083;88.6;87.1;10.3
59;2021-11-24;1072;1220;7497;1945397;1913371;233580;88.7;87.2;10.6
59;2021-11-25;864;904;9592;1946261;1914275;243172;88.7;87.2;11.1
59;2021-11-26;1154;1294;15331;1947415;1915569;258503;88.7;87.3;11.8
